cell_id,x,y,cell_type_annotation,niche_annotation
906,19384,87390,pericyte,T cell Zone
907,19457,87420,unknown,T cell Zone
909,21904,87411,macrophage,Medulla
910,22025,87383,plasma cell,Medulla
911,20842,87413,Memory B cell,Medulla
912,21264,87391,T-zone reticular cell,Medulla
913,20731,87383,plasma cell,Medulla
914,21623,87393,pericyte,Medulla
916,20331,87393,macrophage,Medulla
917,21406,87369,Memory B cell,Medulla
918,20779,87386,Memory B cell,Medulla
919,20001,87378,plasma cell,Medulla
922,19733,87370,unknown,Medulla
924,20918,87366,plasma cell,Medulla
925,21508,87358,macrophage,Medulla
927,19333,87348,pericyte,Medulla
928,19925,87355,plasma cell,Medulla
929,21717,87359,T-zone reticular cell,Medulla
930,22058,87348,T-zone reticular cell,Medulla
931,21111,87359,follicular dendritic cell,Medulla
932,22110,87375,plasma cell,Medulla
933,21561,87349,endothelial cell,Medulla
935,19774,87361,unknown,Medulla
936,20040,87355,unknown,Medulla
937,20878,87367,Memory B cell,Medulla
938,20823,87367,CD8 T cell,Medulla
939,20123,87348,macrophage,Medulla
940,21666,87372,unknown,Medulla
943,19689,87345,plasma cell,Medulla
944,21789,87340,plasma cell,Medulla
945,21056,87360,follicular dendritic cell,Medulla
946,20264,87349,T-zone reticular cell,Medulla
947,21168,87343,CD4 T cell,Medulla
948,22180,87355,plasma cell,Medulla
949,22232,87358,plasma cell,Medulla
950,20984,87321,Memory B cell,Medulla
951,22268,87338,plasma cell,Medulla
952,21892,87348,plasma cell,Medulla
954,19850,87323,macrophage,Medulla
955,20500,87343,Memory B cell,Medulla
957,22125,87333,plasma cell,Medulla
959,20804,87338,plasma cell,Medulla
960,21965,87306,plasma cell,Medulla
963,20860,87324,unknown,Medulla
964,20603,87332,unknown,Medulla
966,22195,87315,plasma cell,Medulla
968,19501,87318,endothelial cell,Medulla
969,21661,87311,plasma cell,Medulla
971,19778,87321,macrophage,Medulla
972,20024,87302,plasma cell,Medulla
973,20273,87301,unknown,Medulla
975,20560,87316,unknown,Medulla
976,22032,87298,dendritic cell,Medulla
977,19929,87297,CD4 T cell,Medulla
978,20365,87304,CD4 T cell,Medulla
980,21824,87294,plasma cell,Medulla
981,20634,87300,Naive B cell,Medulla
982,21473,87288,macrophage,Medulla
983,21093,87274,Memory B cell,Medulla
984,21385,87275,plasma cell,Medulla
985,20911,87286,pericyte,Medulla
986,19755,87248,T-zone reticular cell,Medulla
987,22134,87271,plasma cell,Medulla
988,19577,87276,plasma cell,Medulla
989,21889,87285,plasma cell,Medulla
991,20998,87269,Memory B cell,Medulla
992,19370,87269,macrophage,Medulla
993,18957,87268,pericyte,T cell Zone
994,20482,87266,unknown,Medulla
995,20564,87267,Memory B cell,Medulla
996,19533,87276,unknown,Medulla
997,21615,87277,plasma cell,Medulla
998,22053,87246,pericyte,Medulla
1000,19685,87238,T-zone reticular cell,Medulla
1001,21696,87259,plasma cell,Medulla
1002,21756,87272,plasma cell,Medulla
1003,19834,87262,unknown,Medulla
1004,19997,87255,plasma cell,Medulla
1005,20705,87265,unknown,Medulla
1006,21270,87266,macrophage,Medulla
1007,22267,87265,plasma cell,Medulla
1009,19554,87237,CD4 T cell,Medulla
1010,20380,87238,endothelial cell,Medulla
1011,21936,87238,pericyte,Medulla
1012,22169,87253,plasma cell,Medulla
1013,21137,87247,Naive B cell,Medulla
1014,19234,87234,dendritic cell,Medulla
1015,22220,87261,plasma cell,Medulla
1016,19879,87251,unknown,Medulla
1017,22272,87288,pericyte,Medulla
1018,19480,87257,unknown,Medulla
1019,20250,87238,endothelial cell,Medulla
1020,20824,87223,endothelial cell,Medulla
1021,21309,87236,plasma cell,Medulla
1022,19922,87230,plasma cell,Medulla
1023,20649,87241,interferon-stimulated cell,Medulla
1024,19165,87233,CD4 T cell,T cell Zone
1025,20605,87233,unknown,Medulla
1027,19092,87226,pericyte,T cell Zone
1028,20908,87207,endothelial cell,Medulla
1029,21802,87209,pericyte,Medulla
1030,20074,87219,macrophage,Medulla
1031,18923,87216,pericyte,T cell Zone
1032,20532,87211,unknown,Medulla
1033,20137,87213,plasma cell,Medulla
1034,21238,87195,Memory B cell,Medulla
1035,22223,87213,plasma cell,Medulla
1036,19848,87213,unknown,Medulla
1039,19476,87220,unknown,Medulla
1040,19976,87200,plasma cell,Medulla
1041,22339,87161,plasma cell,Medulla
1043,18857,87201,CD4 T cell,T cell Zone
1044,20958,87201,macrophage,Medulla
1045,18733,87191,follicular dendritic cell,T cell Zone
1046,18989,87189,pericyte,T cell Zone
1047,20575,87184,endothelial cell,Medulla
1048,20722,87183,unknown,Medulla
1049,21371,87172,plasma cell,Medulla
1050,22131,87195,plasma cell,Medulla
1051,20495,87182,endothelial cell,Medulla
1052,19386,87187,T-zone reticular cell,Medulla
1053,19582,87159,macrophage,Medulla
1054,21065,87189,Memory B cell,Medulla
1056,20640,87187,Memory B cell,Medulla
1057,21133,87169,macrophage,Medulla
1058,20994,87178,pericyte,Medulla
1059,19301,87183,macrophage,Medulla
1060,19500,87161,CD4 T cell,Medulla
1062,19461,87154,macrophage,Medulla
1063,22319,87163,plasma cell,Medulla
1064,18576,87170,T-zone reticular cell,T cell Zone
1065,18875,87163,unknown,T cell Zone
1066,20141,87154,plasma cell,Medulla
1067,19074,87160,macrophage,T cell Zone
1068,20805,87136,macrophage,Medulla
1069,21729,87155,pericyte,Medulla
1070,22110,87169,macrophage,Medulla
1071,22219,87163,CD8 T cell,Medulla
1072,18684,87171,unknown,T cell Zone
1073,21661,87150,plasma cell,Medulla
1075,21051,87140,macrophage,Medulla
1076,20284,87140,plasma cell,Medulla
1077,18941,87141,pericyte,T cell Zone
1078,21592,87139,plasma cell,Medulla
1079,18643,87119,follicular dendritic cell,T cell Zone
1080,19011,87149,unknown,T cell Zone
1081,19704,87134,unknown,Medulla
1082,20068,87110,plasma cell,Medulla
1083,18718,87127,unknown,T cell Zone
1084,18418,87127,unknown,T cell Zone
1085,18794,87124,macrophage,T cell Zone
1086,19314,87119,T-zone reticular cell,Medulla
1087,20649,87122,endothelial cell,Medulla
1088,22184,87132,CD8 T cell,Medulla
1089,21416,87131,endothelial cell,Medulla
1090,19628,87123,unknown,Medulla
1091,19792,87139,dendritic cell,Medulla
1092,18539,87114,pericyte,T cell Zone
1093,18684,87127,unknown,T cell Zone
1094,19386,87120,macrophage,Medulla
1095,18993,87106,macrophage,T cell Zone
1096,19905,87121,endothelial cell,Medulla
1097,21949,87123,pericyte,Medulla
1098,22283,87098,plasma cell,Medulla
1099,19151,87125,unknown,Medulla
1100,20356,87110,CD8 T cell,Medulla
1101,22060,87106,plasma cell,Medulla
1102,22248,87086,plasma cell,Medulla
1103,19232,87090,dendritic cell,Medulla
1104,18486,87105,unknown,T cell Zone
1105,18592,87080,follicular dendritic cell,T cell Zone
1106,21530,87121,macrophage,Medulla
1107,22133,87099,plasma cell,Medulla
1108,18888,87082,pericyte,T cell Zone
1109,19090,87101,unknown,Medulla
1110,20491,87114,T-zone reticular cell,Medulla
1112,19294,87090,CD4 T cell,Medulla
1113,20412,87098,plasma cell,Medulla
1114,19065,87070,macrophage,Medulla
1116,19727,87090,CD4 T cell,Medulla
1117,20551,87087,macrophage,Medulla
1118,21997,87067,plasma cell,Medulla
1119,18418,87063,CD4 T cell,T cell Zone
1120,19400,87063,macrophage,Medulla
1122,22194,87074,plasma cell,Medulla
1123,21654,87089,plasma cell,Medulla
1124,19146,87078,T-zone reticular cell,Medulla
1125,19948,87073,T-zone reticular cell,Medulla
1126,20018,87059,macrophage,Medulla
1127,21524,87084,macrophage,Medulla
1128,21743,87077,pericyte,Medulla
1130,19484,87064,Memory B cell,Medulla
1131,21232,87082,Memory B cell,Medulla
1132,20886,87065,unknown,Medulla
1133,21103,87068,CD4 T cell,Medulla
1134,19804,87065,macrophage,Medulla
1135,20255,87060,interferon-stimulated cell,Medulla
1136,20165,87075,plasma cell,Medulla
1138,20114,87060,plasma cell,Medulla
1139,20306,87049,plasma cell,Medulla
1140,20481,87062,follicular dendritic cell,Medulla
1141,18993,87034,T-zone reticular cell,Medulla
1142,20663,87047,macrophage,Medulla
1143,21477,87049,plasma cell,Medulla
1144,22277,87096,plasma cell,Medulla
1145,20202,87067,plasma cell,Medulla
1146,20388,87042,plasma cell,Medulla
1147,21917,87038,pericyte,Medulla
1148,18715,87047,unknown,T cell Zone
1149,19327,87016,macrophage,Medulla
1150,19613,87033,T-zone reticular cell,Medulla
1151,22057,87050,plasma cell,Medulla
1152,21354,87044,unknown,Medulla
1154,19201,87030,dendritic cell,Medulla
1155,18665,87032,macrophage,T cell Zone
1156,18749,87035,unknown,T cell Zone
1157,19753,87038,macrophage,Medulla
1158,19857,87056,macrophage,Medulla
1159,20590,87035,unknown,Medulla
1160,21660,87037,plasma cell,Medulla
1161,20542,87022,T-zone reticular cell,Medulla
1162,21428,87044,plasma cell,Medulla
1163,21543,87034,plasma cell,Medulla
1164,20639,87024,plasma cell,Medulla
1165,20935,87030,CD4 T cell,Medulla
1166,20741,87037,macrophage,Medulla
1167,18494,87034,pericyte,T cell Zone
1168,19552,87030,macrophage,Medulla
1169,22086,87021,plasma cell,Medulla
1170,22131,87026,plasma cell,Medulla
1171,19496,87017,macrophage,Medulla
1172,19874,87014,macrophage,Medulla
1174,19270,87024,CD4 T cell,Medulla
1175,19678,87027,T-zone reticular cell,Medulla
1176,22185,87030,plasma cell,Medulla
1177,19135,87012,macrophage,Medulla
1178,20461,87009,follicular dendritic cell,Medulla
1179,18383,87012,follicular dendritic cell,T cell Zone
1180,20240,87005,plasma cell,Medulla
1181,19025,86990,macrophage,Medulla
1182,18204,86976,follicular dendritic cell,T cell Zone
1184,19978,87005,unknown,Medulla
1185,19408,86987,T-zone reticular cell,Medulla
1186,19926,86998,unknown,Medulla
1187,20073,86980,pericyte,Medulla
1188,21631,86980,T-zone reticular cell,Medulla
1189,21966,87011,plasma cell,Medulla
1190,20132,86984,T-zone reticular cell,Medulla
1191,22166,87003,plasma cell,Medulla
1192,22227,86968,plasma cell,Medulla
1193,22342,86972,plasma cell,Medulla
1194,19728,86974,follicular dendritic cell,Medulla
1195,21554,86982,plasma cell,Medulla
1196,22038,86985,plasma cell,Medulla
1197,18805,87004,unknown,T cell Zone
1198,19815,86978,macrophage,Medulla
1199,19220,86969,macrophage,Medulla
1200,20695,86984,unknown,Medulla
1201,22280,86968,plasma cell,Medulla
1203,19471,86973,macrophage,Medulla
1204,21375,86980,pericyte,Medulla
1205,21767,86983,plasma cell,Medulla
1206,20304,86963,plasma cell,Medulla
1207,20187,86957,plasma cell,Medulla
1208,21442,86960,plasma cell,Medulla
1209,18489,86973,unknown,T cell Zone
1210,21313,86973,unknown,Medulla
1211,21501,86948,macrophage,Medulla
1212,18334,86936,follicular dendritic cell,T cell Zone
1213,18418,86972,unknown,T cell Zone
1214,20748,86957,CD8 T cell,Medulla
1215,20604,86962,T-zone reticular cell,Medulla
1216,21965,86975,plasma cell,Medulla
1217,22113,86941,plasma cell,Medulla
1218,22174,86958,plasma cell,Medulla
1219,18643,86959,unknown,T cell Zone
1220,18766,86949,unknown,T cell Zone
1221,18581,86950,unknown,T cell Zone
1222,19670,86943,T-zone reticular cell,Medulla
1223,18840,86957,CD4 T cell,T cell Zone
1224,19613,86939,plasma cell,Medulla
1225,21090,86947,endothelial cell,Medulla
1226,21906,86955,plasma cell,Medulla
1227,19545,86944,follicular dendritic cell,Medulla
1228,19346,86941,unknown,Medulla
1229,21158,86940,plasma cell,Medulla
1230,18886,86936,unknown,T cell Zone
1231,19084,86919,T-zone reticular cell,T cell Zone
1232,20084,86936,pericyte,Medulla
1233,20845,86921,T-zone reticular cell,Medulla
1234,21718,86915,plasma cell,Medulla
1235,19883,86932,pericyte,Medulla
1236,21788,86935,plasma cell,Medulla
1237,21810,86910,plasma cell,Medulla
1238,22021,86904,plasma cell,Medulla
1239,18271,86910,CD4 T cell,T cell Zone
1240,21387,86931,plasma cell,Medulla
1241,21581,86929,T-zone reticular cell,Medulla
1242,21970,86924,plasma cell,Medulla
1243,19412,86919,Memory B cell,Medulla
1244,19750,86913,plasma cell,Medulla
1245,19818,86918,unknown,Medulla
1246,20648,86913,Memory B cell,Medulla
1247,20927,86911,plasma cell,Medulla
1248,21642,86897,plasma cell,Medulla
1250,19376,86898,CD8 T cell,Medulla
1251,22084,86889,dendritic cell,Medulla
1252,22304,86924,unknown,Medulla
1253,18531,86913,macrophage,T cell Zone
1254,18961,86911,plasma cell,T cell Zone
1255,19452,86897,plasma cell,Medulla
1256,20557,86906,CD8 T cell,Medulla
1257,21371,86896,plasma cell,Medulla
1258,20444,86909,T-zone reticular cell,Medulla
1259,19492,86884,macrophage,Medulla
1260,19302,86900,macrophage,Medulla
1261,21306,86892,plasma cell,Medulla
1262,18718,86906,unknown,T cell Zone
1263,22181,86890,plasma cell,Medulla
1264,21915,86891,pericyte,Medulla
1265,18453,86897,unknown,T cell Zone
1266,21219,86907,plasma cell,Medulla
1267,22255,86893,plasma cell,Medulla
1268,18216,86871,unknown,T cell Zone
1269,19640,86880,macrophage,Medulla
1270,18257,86874,unknown,T cell Zone
1271,20335,86877,plasma cell,Medulla
1272,21267,86873,plasma cell,Medulla
1273,21565,86873,plasma cell,Medulla
1274,18175,86865,unknown,T cell Zone
1275,21082,86870,plasma cell,Medulla
1276,21165,86841,plasma cell,Medulla
1277,20250,86879,plasma cell,Medulla
1278,20602,86867,unknown,Medulla
1279,19558,86859,macrophage,Medulla
1280,19178,86878,macrophage,Medulla
1281,20487,86858,macrophage,Medulla
1282,20201,86861,plasma cell,Medulla
1283,18400,86875,follicular dendritic cell,T cell Zone
1284,18553,86855,CD4 T cell,T cell Zone
1285,19876,86840,macrophage,Medulla
1286,18622,86860,macrophage,T cell Zone
1287,19704,86874,unknown,Medulla
1288,20428,86843,plasma cell,Medulla
1289,19797,86850,T-zone reticular cell,Medulla
1290,19062,86847,macrophage,T cell Zone
1291,20661,86851,endothelial cell,Medulla
1292,22219,86843,plasma cell,Medulla
1293,21679,86852,plasma cell,Medulla
1294,18714,86828,follicular dendritic cell,T cell Zone
1295,20376,86842,T-zone reticular cell,Medulla
1296,18090,86826,unknown,T cell Zone
1297,19662,86838,pericyte,Medulla
1298,21217,86850,plasma cell,Medulla
1299,22048,86837,plasma cell,Medulla
1300,22143,86855,plasma cell,Medulla
1301,18510,86851,unknown,T cell Zone
1302,19346,86841,macrophage,Medulla
1303,20975,86824,macrophage,Medulla
1304,21867,86841,pericyte,Medulla
1305,21628,86845,plasma cell,Medulla
1306,21458,86824,plasma cell,Medulla
1307,22332,86788,plasma cell,Medulla
1308,19722,86847,unknown,Medulla
1309,21975,86839,plasma cell,Medulla
1310,21112,86836,plasma cell,Medulla
1311,19754,86842,unknown,Medulla
1312,20734,86814,endothelial cell,Medulla
1313,21730,86810,plasma cell,Medulla
1314,20545,86843,macrophage,Medulla
1315,20894,86811,unknown,Medulla
1316,21326,86821,unknown,Medulla
1317,21374,86819,plasma cell,Medulla
1318,18884,86815,follicular dendritic cell,T cell Zone
1319,21892,86820,CD4 T cell,Medulla
1320,20825,86802,plasma cell,Medulla
1321,21203,86816,plasma cell,Medulla
1322,18643,86790,pericyte,T cell Zone
1323,20572,86796,plasma cell,Medulla
1324,22278,86758,endothelial cell,Medulla
1325,18451,86807,pericyte,T cell Zone
1326,19159,86801,macrophage,T cell Zone
1327,19442,86796,unknown,Medulla
1328,19808,86795,plasma cell,Medulla
1329,20295,86804,pericyte,Medulla
1330,20057,86790,pericyte,Medulla
1331,21602,86810,plasma cell,Medulla
1332,19650,86796,unknown,Medulla
1333,18309,86799,T-zone reticular cell,T cell Zone
1334,19728,86806,unknown,Medulla
1335,20156,86792,plasma cell,Medulla
1336,20662,86788,dendritic cell,Medulla
1337,21547,86802,pericyte,Medulla
1338,19346,86766,pericyte,T cell Zone
1339,20438,86788,unknown,Medulla
1340,18528,86768,pericyte,T cell Zone
1341,18985,86781,follicular dendritic cell,T cell Zone
1342,18162,86756,follicular dendritic cell,T cell Zone
1343,20480,86776,CD4 T cell,Medulla
1344,22235,86772,endothelial cell,Medulla
1345,21063,86771,plasma cell,Medulla
1346,21599,86772,plasma cell,Medulla
1347,21703,86784,plasma cell,Medulla
1348,21643,86775,plasma cell,Medulla
1349,19262,86783,T-zone reticular cell,T cell Zone
1350,21126,86764,plasma cell,Medulla
1351,21213,86749,plasma cell,Medulla
1352,21402,86767,plasma cell,Medulla
1353,19200,86768,macrophage,T cell Zone
1354,19596,86773,T-zone reticular cell,Medulla
1355,18147,86723,unknown,T cell Zone
1356,19859,86763,plasma cell,Medulla
1357,22179,86760,endothelial cell,Medulla
1358,18937,86748,T-zone reticular cell,T cell Zone
1359,19095,86765,macrophage,T cell Zone
1360,21892,86760,T-zone reticular cell,Medulla
1361,20319,86763,pericyte,Medulla
1362,21832,86760,plasma cell,Medulla
1363,19727,86751,pericyte,Medulla
1364,21760,86740,plasma cell,Medulla
1365,19790,86739,macrophage,Medulla
1366,20393,86731,pericyte,Medulla
1367,20539,86746,CD4 T cell,Medulla
1368,20967,86731,T-zone reticular cell,Medulla
1369,21705,86742,plasma cell,Medulla
1370,21807,86744,plasma cell,Medulla
1371,18594,86720,pericyte,T cell Zone
1372,21554,86739,plasma cell,Medulla
1373,22014,86732,endothelial cell,Medulla
1374,20061,86730,plasma cell,Medulla
1375,20095,86725,dendritic cell,Medulla
1376,19660,86727,pericyte,Medulla
1377,19754,86721,T-zone reticular cell,Medulla
1378,20211,86724,macrophage,Medulla
1379,20621,86725,plasma cell,Medulla
1380,22087,86745,unknown,Medulla
1381,19832,86725,CD8 T cell,Medulla
1382,21645,86718,plasma cell,Medulla
1383,19982,86704,macrophage,Medulla
1384,20502,86711,T-zone reticular cell,Medulla
1385,21382,86713,plasma cell,Medulla
1386,19490,86727,T-zone reticular cell,T cell Zone
1387,20805,86718,endothelial cell,Medulla
1388,21294,86719,plasma cell,Medulla
1389,20744,86685,macrophage,Medulla
1390,22090,86708,macrophage,Medulla
1391,18824,86690,pericyte,T cell Zone
1392,19398,86706,macrophage,T cell Zone
1393,21337,86706,plasma cell,Medulla
1394,19035,86703,pericyte,T cell Zone
1395,21015,86695,macrophage,Medulla
1396,18680,86705,pericyte,T cell Zone
1397,21079,86693,CD4 T cell,Medulla
1398,19126,86703,unknown,T cell Zone
1399,20870,86702,endothelial cell,Medulla
1400,20186,86677,macrophage,Medulla
1401,21437,86682,plasma cell,Medulla
1402,22221,86697,macrophage,Medulla
1403,18756,86690,pericyte,T cell Zone
1404,19874,86696,CD8 T cell,Medulla
1405,21151,86688,CD8 T cell,Medulla
1406,19237,86709,macrophage,T cell Zone
1407,19927,86685,macrophage,Medulla
1408,19172,86692,T-zone reticular cell,T cell Zone
1409,19488,86680,follicular dendritic cell,T cell Zone
1410,19574,86689,T-zone reticular cell,T cell Zone
1411,21540,86681,plasma cell,Medulla
1412,19338,86679,unknown,T cell Zone
1413,21940,86687,endothelial cell,Medulla
1414,22144,86679,unknown,Medulla
1415,20683,86651,plasma cell,Medulla
1416,21683,86673,macrophage,Medulla
1417,20592,86650,plasma cell,Medulla
1418,18910,86663,T-zone reticular cell,T cell Zone
